first,Debate and argument appeal to you.,"Keeping things going is your strength, especially once someone else starts them.",Money and possessions are important to you for the feelings of security they bring.,"Whatever you have set your sights on, you refuse to give up or let go of it.",You are adventurous.,You are consistent.,You are courageous.,You are gentle.,You are handy with your hands.,You are independent.,You are patient unless someone takes you too far.,You are quiet.,You are reliable.,You are romantic.,You are sensitive.,You are sentimental.,You are shy.,"You are usually outspoken, sometimes to the point of bluntness.",You are usually slow to anger unless someone takes you too far.,"You are very direct in thought, action, and speech and everyone knows how you feel.",You can handle more of the workload than most around you.,You enjoy building and seeing the results of your hard work.,You grasp concepts easily.,You have common sense to manage others.,You have the ability to manage others.,You may be a bit of a perfectionist.,You may be ambidextrous or mechanically inclined.,You may become impatient with those who do n't learn as quickly.,You never find it difficult to change your mind or course in mid-stream.,You never give up.,"You prefer a regular routine, defined responsibilities.","You prefer a regular routine, defined tasks.",You tend to be dependable.,You tend to be friendly.,You tend to be honest.,You tend to be idealistic.,"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",You tend to be open-minded.,You tend to be optimistic.,You tend to be versatile.,Your mind is analytical.,Your mind is deep.,Your work is usually neat.,Your work is usually orderly.,you dislike dirt.,you dislike messes.,you probably have a good head for numbers.
You grasp concepts easily.,0.4944702954427025,0.4961087186270947,0.4975883270250217,0.48747340573243,0.4627170851497087,0.472162489235313,0.4794939157184733,0.4788167287591792,0.4464329010015593,0.4795829242642182,0.4961760161092921,0.4947349425710338,0.4785858021368145,0.4469892751025099,0.4178546734382211,0.44842950726278974,0.8651613634554447,0.4981061975314887,0.4991279896687876,0.4647923691394191,0.4950319426707746,0.4982046371612042,0.0,0.4812856251689499,0.4771004297080373,0.4985662240067302,0.484422449763253,0.4994127108266781,0.497769513786934,0.4792840221102098,0.4954498342058998,0.4788878509481451,0.453307957587462,0.4947739130963764,0.4862264746042823,0.4908782425028075,0.470566134819547,0.4259258195205369,0.494968100871593,0.462750911011563,0.4572190814924808,0.4215741302795936,0.4994275498596921,0.4985657640004139,0.7590977724390309,0.4763457256737448,0.4990131222683091
You have common sense to manage others.,0.4939529514916221,0.43561784689993,0.4848532674066266,0.4872535957982549,0.8256781912743814,0.4657442399028277,0.4864026529299034,0.4578579208476875,0.4704462481933047,0.4665552370087682,0.4967936759933268,0.4906937074080596,0.4669248183259418,0.8178377071947514,0.4865982367071228,0.7628815268354698,0.8188508688314124,0.4977457371906074,0.4992898549094398,0.47763019602195,0.4314449960806912,0.4757500597845673,0.4812856251689499,0.0,0.007378046873052635,0.4970240564972256,0.4940651931740293,0.4992419265960133,0.4936459728966245,0.4720538277705556,0.4848929632019505,0.4855318052103804,0.4063507780103102,0.4906504459839454,0.46913847250670204,0.7494149822940638,0.42635588865280816,0.4726920688300466,0.4883933577063822,0.4761312190018626,0.491804258131601,0.4954250233177701,0.4988540947522962,0.4856556066881945,0.4770795039300425,0.4910422465347338,0.4234211857224339
You have the ability to manage others.,0.460228443866193,0.02270297752771671,0.48500474572339297,0.4214393547859889,0.4729022859157377,0.4263167282116998,0.407918855334998,0.4866047909326322,0.4130307105197428,0.1609405451421169,0.4985191892591233,0.4762652004981772,0.3648219675417405,0.47059409559976206,0.7325374652686297,0.8239489669621454,0.9503194963326708,0.4983135371838544,0.499449102120641,0.4114764444323398,0.017637935310344962,0.4918683239319302,0.4771004297080373,0.007378046873052635,0.0,0.4986655430757179,0.4583689899776924,0.4995219745684432,0.4959933022979777,0.4806272502054474,0.4977630753876927,0.4915182520249317,0.3934839628344581,0.4962778147976689,0.4930017464786856,0.4968579700918329,0.4077853619455334,0.4917964045096892,0.495868671004497,0.3790728902905838,0.4835648252293798,0.4894561269203342,0.4994438328186325,0.49867363939455894,0.4290842065919952,0.4949158657196334,0.4727248154169006
You may be a bit of a perfectionist.,0.4975260047874317,0.49817408695542703,0.4892565868241465,0.4819106635999377,0.984974358517082,0.4965798304604584,0.4985321791937207,0.972009928397792,0.4982070673891174,0.4986227267130597,0.4928918503654736,0.498399815670772,0.4982225044593551,0.4974871023632678,0.4872979219622035,0.4787318005275059,0.496427272384248,0.4943089736633571,0.4969722512748227,0.4980085843096101,0.4987549119377175,0.4963987786944274,0.4985662240067302,0.4970240564972256,0.4986655430757179,0.0,0.4777754239174641,0.4903405530697061,0.9979060718050222,0.486234626216351,0.4940366257682047,0.4896993955350159,0.4932528375317266,0.4982668382449284,0.4960727205278982,0.12203550398278593,0.4452526962691128,0.9853199383785916,0.4974921464122511,0.8877973405746374,0.4792901141055078,0.4985820257991381,0.4758571885998025,0.4893672992366386,0.4909101779540477,0.484459923579012,0.4687259142585462
You may be ambidextrous or mechanically inclined.,0.4960547066319901,0.4982327497782885,0.4872020268610958,0.4953870223332986,0.4752957606770939,0.9751757408454126,0.4704292496659114,0.4801283046448018,0.46027567776550604,0.4620714521471206,0.498278431408447,0.4479770147054261,0.4782060763015644,0.492206756077961,0.4674193313797193,0.4114352409823984,0.4398695616063957,0.4991565715930904,0.4995570278702992,0.495676820285463,0.4955230566225757,0.4987091387075637,0.484422449763253,0.4940651931740293,0.4583689899776924,0.4777754239174641,0.0,0.498955811397831,0.41972599648457737,0.4344037924796515,0.4981357464658623,0.4948740957683775,0.4848460876471122,0.4990767340232308,0.4986975777741542,0.4918015438428238,0.4803767198473114,0.4923490415479225,0.49847664856994606,0.4828798264863164,0.4879947926725204,0.486079956709266,0.4994883143552695,0.4988125755691064,0.42554317791108,0.4958197270214457,0.4893706376782755
You may become impatient with those who do n't learn as quickly.,0.499404225324589,0.4992765944152695,0.4994151846622866,0.4993839500863238,0.4992299057682982,0.4991529474533978,0.4993715007326816,0.9991255307409864,0.4994543199387117,0.4993517475975402,0.4804007211543642,0.4993687873156602,0.4993424912515749,0.499058932032745,0.4992354592115322,0.49844530910741097,0.4993227375868054,0.4986282739096394,0.4937215981776568,0.4994562562671331,0.4994887384333835,0.4995036908321056,0.4994127108266781,0.4992419265960133,0.4995219745684432,0.4903405530697061,0.498955811397831,0.0,0.4995732335168566,0.9986155154403584,0.4992815707799706,0.4992523592156661,0.4988374056703691,0.9837008082191816,0.4992489177534146,0.4987471761851018,0.4993108098935222,0.9725165721722852,0.4992724125077078,0.4993695595005742,0.49935849748499295,0.4994994891538059,0.4994946236197223,0.4994486496611226,0.4989119539744176,0.4986674624701604,0.4994452562466644
You never find it difficult to change your mind or course in mid-stream.,0.4923410553636644,0.9385734325441316,0.9387031461313182,0.9969448492434962,0.4698687607190442,0.9976503161928648,0.4949575157944927,0.4965761669032989,0.4946035481082959,0.4807421796538424,0.7907042275261548,0.9851955384912516,0.98210389475575,0.4871593832333287,0.9568389456698556,0.9315491983970076,0.9928685061656176,0.4417199865876607,0.4970085513257403,0.9990207019344488,0.4745968701787402,0.5307493783459173,0.497769513786934,0.4936459728966245,0.4959933022979777,0.9979060718050222,0.41972599648457737,0.4995732335168566,0.0,0.45049134446474703,0.9089220593190721,0.9270062074291959,0.9837889469342193,0.4688804306128042,0.3575252080554973,0.4140621497064086,0.9752173465206884,0.4476845823031513,0.4970240266900038,0.07046797275823256,0.37740889776752506,0.4439343219555879,0.9218426836384992,0.9848871638477379,0.6368669816953689,0.6850735040903287,0.4832522674023312
You never give up.,0.4734178366990696,0.484881676924973,0.4883062677548915,0.019935126869514697,0.15860101223961526,0.0388090206539792,0.09359419378459367,0.9573274927870592,0.4765799172222712,0.13186360485183227,0.4975653690387142,0.9240984354415772,0.08104388650187579,0.4632153049602133,0.7374624351053473,0.4773510383405553,0.9988073047189924,0.4870779283148115,0.4979712825168855,0.4834225858695968,0.4838491902441489,0.4976009585672829,0.4792840221102098,0.4720538277705556,0.4806272502054474,0.486234626216351,0.4344037924796515,0.9986155154403584,0.45049134446474703,0.0,0.4741422196820117,0.4899265385761646,0.09138664983118476,0.4893783980729637,0.4254266680800409,0.4337784939380004,0.356459534913671,0.4055493557344918,0.0795077564477943,0.3238391865207636,0.4762972523370357,0.4712820461382859,0.4992138091395544,0.496667172515451,0.5378562662916073,0.4830859825676268,0.49906943457254604
"You prefer a regular routine, defined responsibilities.",0.993863091383915,0.4972724986857413,0.4937291294291954,0.487008560649015,0.9973764289874636,0.457601854050376,0.4716618865569122,0.4948658945442354,0.4945123114187203,0.4955890404454051,0.4990386114307621,0.4948193774491935,0.4935307451986794,0.4931239640878342,0.4898645821809864,0.4871950032300354,0.4827372192576456,0.4982128111746972,0.498815305759229,0.4970151775339113,0.4986295336638407,0.4973665233137155,0.4954498342058998,0.4848929632019505,0.4977630753876927,0.4940366257682047,0.4981357464658623,0.4992815707799706,0.9089220593190721,0.4741422196820117,0.0,0.0027873677761554444,0.3866859411013343,0.4962708807435654,0.485456845062791,0.8747009745040117,0.3785946223373989,0.940803542138278,0.4949638622450629,0.9954933103685464,0.4704842055369429,0.4900846461884956,0.4965188122406402,0.44103644409217146,0.4964992240464666,0.4876338257219341,0.4978058278187664
"You prefer a regular routine, defined tasks.",0.9971789061351986,0.4973418658349651,0.4897263833796639,0.4867134848000063,0.9972314210538732,0.39659789737177975,0.4526813613255994,0.4850816904721061,0.4950840503540392,0.4898699772782462,0.4988060365290095,0.4855574019173388,0.4789105913739605,0.4913131881599765,0.4668179682426602,0.4854421596474631,0.4534742158487389,0.4976369289233358,0.4979502814327009,0.4874613263780964,0.4989135937059308,0.4981151649095069,0.4788878509481451,0.4855318052103804,0.4915182520249317,0.4896993955350159,0.4948740957683775,0.4992523592156661,0.9270062074291959,0.4899265385761646,0.0027873677761554444,0.0,0.3946966009699219,0.4949475048097797,0.4806860476232392,0.8618844926752189,0.3603021009382255,0.960439581322783,0.4929020801813178,0.9979063092597121,0.46349274757047704,0.4876212528688089,0.485064899858878,0.3214929403883853,0.4864736756428658,0.4729308205924052,0.4978233831019785
You tend to be dependable.,0.8242841575750728,0.4830727104346668,0.4869132496391855,0.4412677366945915,0.9915830303029208,0.01809630773906562,0.4233757188596701,0.3771328991674073,0.4034180205579168,0.8829182444086047,0.4879229137499825,0.43810465671382537,0.0070014526520450005,0.4442998664473761,0.4635690007447426,0.3468725643158081,0.9088227940350596,0.8695739791009343,0.4770679263504308,0.485130497290312,0.4695023584021991,0.4741350910173241,0.453307957587462,0.4063507780103102,0.3934839628344581,0.4932528375317266,0.4848460876471122,0.4988374056703691,0.9837889469342193,0.09138664983118476,0.3866859411013343,0.3946966009699219,0.0,0.20550809074908336,0.16378435165444127,0.9420960652534316,0.09925695054936808,0.9699206491907436,0.8811977755488308,0.9880163993539954,0.4587544197187473,0.4690011497646622,0.4933882235732608,0.4482659822482175,0.4619684442225756,0.4042424135674317,0.4702651649887002
You tend to be friendly.,0.6984220794301271,0.490856598930167,0.4905988199568666,0.4915263404869241,0.7283902957590221,0.4963977334209522,0.4845453939793813,0.10687640211212826,0.4891808818219259,0.4934917413242948,0.4907459382079541,0.495851386484751,0.4901938597204114,0.3770148664867256,0.43469878823588176,0.4818403536068524,0.9747698403572151,0.8418509656621348,0.4708396370451662,0.9735250108064012,0.4976879294475201,0.4960229018631915,0.4947739130963764,0.4906504459839454,0.4962778147976689,0.4982668382449284,0.4990767340232308,0.9837008082191816,0.4688804306128042,0.4893783980729637,0.4962708807435654,0.4949475048097797,0.20550809074908336,0.0,0.6804635199867015,0.20980239034144654,0.9145430814006442,0.046921102199165496,0.0747586073546128,0.4195329524287584,0.8825104737248572,0.4903598692917294,0.4951921831286644,0.4894875644866614,0.4861196108768733,0.4905954979994059,0.4953022746178754
You tend to be honest.,0.4823099782563172,0.4937717426716177,0.4956904297380112,0.4547975823523072,0.6764969983824161,0.3996824225399881,0.4373279656468864,0.869834026423288,0.4918633328014042,0.4715401775646371,0.4917352005858635,0.4909972265906988,0.36902531580838055,0.8064722262742077,0.4675106913848988,0.4678682975707301,0.8454246711134417,0.35494918581506435,0.4910373186625625,0.4761071342262061,0.4962568721773517,0.4896372374915897,0.4862264746042823,0.46913847250670204,0.4930017464786856,0.4960727205278982,0.4986975777741542,0.4992489177534146,0.3575252080554973,0.4254266680800409,0.485456845062791,0.4806860476232392,0.16378435165444127,0.6804635199867015,0.0,0.9785520395177356,0.35715020100636696,0.30721007830835045,0.8173323455870816,0.398220507360418,0.4672719724921243,0.4664708602212826,0.4962074404881031,0.4947579152833241,0.4814368751787126,0.4616738246779889,0.4788223342498639
You tend to be idealistic.,0.4512325120645054,0.4946000928306196,0.4686416738876367,0.4668165920761379,0.7482886840351601,0.4926771639352721,0.4749314878745649,0.4852474572320751,0.4777866326297613,0.4851747388301551,0.4964227167250067,0.4952245425105086,0.912582496392046,0.13571996224458474,0.4744963161865917,0.27337557519768946,0.7616380151482303,0.4916092553885228,0.4947198151339566,0.9427065229900472,0.4969805103923894,0.497201876554816,0.4908782425028075,0.7494149822940638,0.4968579700918329,0.12203550398278593,0.4918015438428238,0.4987471761851018,0.4140621497064086,0.4337784939380004,0.8747009745040117,0.8618844926752189,0.9420960652534316,0.20980239034144654,0.9785520395177356,0.0,0.9963729095956659,0.04065701524212506,0.002717379987511955,0.8853791518452309,0.9733911453626434,0.4357450934743309,0.4990277883860984,0.4969405856104441,0.4675407346363488,0.4873772212364847,0.7818529309203873
"You tend to be industrious, efficient, practical, exacting, scientific, organized, shy, thrifty, studious, economical, and punctual.",0.4925547935707552,0.4969665130023998,0.4977857099753619,0.4899493279652187,0.9789576696043089,0.07828451015198046,0.6713258034632132,0.9808134381246147,0.4399042954140114,0.4240265595394403,0.4984111122665211,0.6432657930780278,0.3503135458776272,0.8784471421831179,0.5294227749045052,0.9756220322621258,0.015292362241411547,0.9965845572571932,0.4986377475227552,0.4888681631853125,0.4764487666335543,0.4988930953054035,0.470566134819547,0.42635588865280816,0.4077853619455334,0.4452526962691128,0.4803767198473114,0.4993108098935222,0.9752173465206884,0.356459534913671,0.3785946223373989,0.3603021009382255,0.09925695054936808,0.9145430814006442,0.35715020100636696,0.9963729095956659,0.0,0.7432188699966332,0.6473115997826292,0.009651626325592605,0.3229996259217026,0.4385034890257493,0.33737096070980904,0.09767616792070924,0.5698475594136572,0.4889195604060724,0.4234014112861891
You tend to be open-minded.,0.4607588925342603,0.4913121887508102,0.7279144877115756,0.95119459787227,0.04033326126579564,0.9567971456580878,0.3855467107635693,0.4158936639583582,0.4830284634607538,0.4050656971736867,0.4929150258631282,0.4948870133435634,0.4919313669222338,0.4854502275248737,0.4680233616491301,0.9345948006493768,0.9735731414445038,0.4968801604438186,0.4878837341968598,0.996889758175742,0.4892888545841017,0.499300512581755,0.4259258195205369,0.4726920688300466,0.4917964045096892,0.9853199383785916,0.4923490415479225,0.9725165721722852,0.4476845823031513,0.4055493557344918,0.940803542138278,0.960439581322783,0.9699206491907436,0.046921102199165496,0.30721007830835045,0.04065701524212506,0.7432188699966332,0.0,0.015972265620366015,0.016831333603608004,0.9777113582372304,0.3367734523182979,0.4875132639512672,0.4811562856800575,0.6883672736736343,0.5808016423158268,0.4978799026957957
You tend to be optimistic.,0.4940051328282778,0.4985226872178831,0.4976323605219786,0.4764251434024416,0.3192982668155159,0.4961425142270263,0.3823749577799292,0.4885189035553992,0.4890155720645604,0.4898144243461483,0.4971917663951703,0.8152981898213874,0.4905300373755506,0.10480993211982463,0.8515124816360886,0.8961826116780324,0.9284359254041772,0.4959210403364655,0.494134806099936,0.4989435753969804,0.4934097432144954,0.4988312594853966,0.494968100871593,0.4883933577063822,0.495868671004497,0.4974921464122511,0.49847664856994606,0.4992724125077078,0.4970240266900038,0.0795077564477943,0.4949638622450629,0.4929020801813178,0.8811977755488308,0.0747586073546128,0.8173323455870816,0.002717379987511955,0.6473115997826292,0.015972265620366015,0.0,0.22325778511363006,0.9378261174603734,0.7755308689970115,0.4993784295182407,0.4984318644166508,0.4776852782715659,0.4923296175302293,0.4958953706825864
You tend to be versatile.,0.4897101443801721,0.495502096450315,0.4867752438604591,0.8999260011135186,0.04286202827226004,0.9944185960416664,0.3654558953089138,0.44992700173267547,0.409841647671416,0.1918994710954923,0.4933249079772307,0.47877732864055894,0.8829261449264542,0.4354932372464244,0.911233716739804,0.9681719813315848,0.9812239314393392,0.493737637115693,0.49464927152017496,0.9953158998746722,0.4588009824262444,0.4956075030154458,0.462750911011563,0.4761312190018626,0.3790728902905838,0.8877973405746374,0.4828798264863164,0.4993695595005742,0.07046797275823256,0.3238391865207636,0.9954933103685464,0.9979063092597121,0.9880163993539954,0.4195329524287584,0.398220507360418,0.8853791518452309,0.009651626325592605,0.016831333603608004,0.22325778511363006,0.0,0.4767708676704826,0.4733972785300162,0.3918531744053282,0.7779988704408622,0.4726990846362008,0.4591570565242419,0.4931535032379901
Your mind is analytical.,0.4231024959301703,0.4673687356912111,0.4972373536649946,0.4943021196509739,0.9737336170649852,0.4725732616840008,0.4626795123934381,0.9989601469535716,0.491545432094585,0.4810906947045209,0.4710850759365093,0.9703027681427716,0.481562060535289,0.9975885035023112,0.9806791677957704,0.9941794702818184,0.8768565793069439,0.49718958701523996,0.499547848496251,0.5873733692981261,0.4967033950860179,0.4548334244942663,0.4572190814924808,0.491804258131601,0.4835648252293798,0.4792901141055078,0.4879947926725204,0.49935849748499295,0.37740889776752506,0.4762972523370357,0.4704842055369429,0.46349274757047704,0.4587544197187473,0.8825104737248572,0.4672719724921243,0.9733911453626434,0.3229996259217026,0.9777113582372304,0.9378261174603734,0.4767708676704826,0.0,0.8416812799992827,0.4859401161900293,0.4051305573712925,0.4554311270752115,0.4909109747748195,0.12446615169661615
Your mind is deep.,0.4908189325976802,0.4967755391992776,0.4926236283526375,0.4943663884749455,0.3974183510554717,0.4770685221849644,0.4517527327788526,0.4872696646905501,0.4923229682848889,0.4843281414322225,0.4968854284398613,0.4939510727287548,0.4782013953993703,0.4897744667381894,0.4206087069368951,0.4731402525833992,0.9402180989471468,0.495603922298824,0.4993533062269948,0.3724849839621093,0.4963804540123404,0.4992667840682392,0.4215741302795936,0.4954250233177701,0.4894561269203342,0.4985820257991381,0.486079956709266,0.4994994891538059,0.4439343219555879,0.4712820461382859,0.4900846461884956,0.4876212528688089,0.4690011497646622,0.4903598692917294,0.4664708602212826,0.4357450934743309,0.4385034890257493,0.3367734523182979,0.7755308689970115,0.4733972785300162,0.8416812799992827,0.0,0.4877194356177264,0.4884802776797387,0.4771837296238237,0.4792769912154235,0.498910853721805
Your work is usually neat.,0.7496186318354409,0.4989179937822841,0.4721057913810324,0.4996134342527978,0.8306800999645952,0.4958704231986259,0.4987893463217969,0.4992741957421982,0.4979203545548327,0.4994708496027239,0.4981905302953522,0.4991186696611805,0.4992675894058747,0.4987704696780279,0.4985814719232109,0.4931235314713615,0.4982281442909332,0.8710855587096418,0.4950625158314838,0.4988337240037361,0.4994009585963409,0.49938077603126707,0.4994275498596921,0.4988540947522962,0.4994438328186325,0.4758571885998025,0.4994883143552695,0.4994946236197223,0.9218426836384992,0.4992138091395544,0.4965188122406402,0.485064899858878,0.4933882235732608,0.4951921831286644,0.4962074404881031,0.4990277883860984,0.33737096070980904,0.4875132639512672,0.4993784295182407,0.3918531744053282,0.4859401161900293,0.4877194356177264,0.0,0.0024965071421189323,0.493741866344925,0.483883132671784,0.4974614544909104
Your work is usually orderly.,0.6692477311543532,0.4971234055138817,0.4683553930717752,0.4981288818777104,0.8702614862592539,0.4859384183806669,0.4977745939506035,0.4990124324501058,0.4971363217943463,0.4992703985638797,0.4986213511237348,0.4981390062183965,0.4969261526537293,0.4977833428002874,0.49838637438094197,0.4920957556523459,0.4976780747724329,0.6627570916239252,0.4961884234802442,0.4966291900546276,0.4958940339468998,0.4992823379147665,0.4985657640004139,0.4856556066881945,0.49867363939455894,0.4893672992366386,0.4988125755691064,0.4994486496611226,0.9848871638477379,0.496667172515451,0.44103644409217146,0.3214929403883853,0.4482659822482175,0.4894875644866614,0.4947579152833241,0.4969405856104441,0.09767616792070924,0.4811562856800575,0.4984318644166508,0.7779988704408622,0.4051305573712925,0.4884802776797387,0.0024965071421189323,0.0,0.49450264386124104,0.4866673787340572,0.4749450721783521
you dislike dirt.,0.7741713526819755,0.49276674953044,0.4727300535718668,0.48610272949096395,0.9744916153195672,0.492747891094871,0.8126393644395612,0.4859363391062867,0.705032032793833,0.4916660905746149,0.4950199474135131,0.4943082195360512,0.6512031349094842,0.4539825787692799,0.4902527312846382,0.4593858334177859,0.4793251241332118,0.49469615677238,0.4988193286131501,0.4976551704783102,0.495694004073441,0.9158023957532528,0.7590977724390309,0.4770795039300425,0.4290842065919952,0.4909101779540477,0.42554317791108,0.4989119539744176,0.6368669816953689,0.5378562662916073,0.4964992240464666,0.4864736756428658,0.4619684442225756,0.4861196108768733,0.4814368751787126,0.4675407346363488,0.5698475594136572,0.6883672736736343,0.4776852782715659,0.4726990846362008,0.4554311270752115,0.4771837296238237,0.493741866344925,0.49450264386124104,0.0,0.02400507815541539,0.4911349235773129
you dislike messes.,0.4944058569369695,0.4870817966773168,0.4906766385886506,0.4910077729290475,0.9542067441725219,0.4838513378354407,0.6520627494119421,0.4930351044910877,0.4930603996951899,0.4892696448208918,0.495059560180281,0.4867744205027949,0.4814279062749489,0.4914772252780037,0.4824112158239657,0.44709717600179466,0.4855246728413403,0.4917426109908634,0.4988970822764065,0.4883868310577623,0.494433400806808,0.4932323528618001,0.4763457256737448,0.4910422465347338,0.4949158657196334,0.484459923579012,0.4958197270214457,0.4986674624701604,0.6850735040903287,0.4830859825676268,0.4876338257219341,0.4729308205924052,0.4042424135674317,0.4905954979994059,0.4616738246779889,0.4873772212364847,0.4889195604060724,0.5808016423158268,0.4923296175302293,0.4591570565242419,0.4909109747748195,0.4792769912154235,0.483883132671784,0.4866673787340572,0.02400507815541539,0.0,0.4912008516985745
you probably have a good head for numbers.,0.4962357692664682,0.4920846584641457,0.4957698736852046,0.4995722311694521,0.4614175828683074,0.4990256392694834,0.4983416738332661,0.4988326326812865,0.4957592518163197,0.4984030051355106,0.4888715397259221,0.4995374021081777,0.4988838689396185,0.9637613825772016,0.4973823065207927,0.931463451448316,0.8540592914700395,0.498131824430592,0.4984626890965698,0.4994694894057761,0.4912411423073295,0.4973768231505688,0.4990131222683091,0.4234211857224339,0.4727248154169006,0.4687259142585462,0.4893706376782755,0.4994452562466644,0.4832522674023312,0.49906943457254604,0.4978058278187664,0.4978233831019785,0.4702651649887002,0.4953022746178754,0.4788223342498639,0.7818529309203873,0.4234014112861891,0.4978799026957957,0.4958953706825864,0.4931535032379901,0.12446615169661615,0.498910853721805,0.4974614544909104,0.4749450721783521,0.4911349235773129,0.4912008516985745,0.0
